module_path,leaf_name,component,layer_index,in_features,out_features,bias,n_params,requires_grad
thinker.model.layers.15.mlp.down_proj,down_proj,TEXT_DECODER,15,6144,2048,False,12582912,True
thinker.model.layers.16.self_attn.q_proj,q_proj,TEXT_DECODER,16,2048,2048,False,4194304,True
thinker.model.layers.16.self_attn.k_proj,k_proj,TEXT_DECODER,16,2048,1024,False,2097152,True
thinker.model.layers.16.self_attn.v_proj,v_proj,TEXT_DECODER,16,2048,1024,False,2097152,True
thinker.model.layers.16.self_attn.o_proj,o_proj,TEXT_DECODER,16,2048,2048,False,4194304,True
thinker.model.layers.16.mlp.gate_proj,gate_proj,TEXT_DECODER,16,2048,6144,False,12582912,True
thinker.model.layers.16.mlp.up_proj,up_proj,TEXT_DECODER,16,2048,6144,False,12582912,True
thinker.model.layers.16.mlp.down_proj,down_proj,TEXT_DECODER,16,6144,2048,False,12582912,True
thinker.model.layers.17.self_attn.q_proj,q_proj,TEXT_DECODER,17,2048,2048,False,4194304,True
thinker.model.layers.17.self_attn.k_proj,k_proj,TEXT_DECODER,17,2048,1024,False,2097152,True
thinker.model.layers.17.self_attn.v_proj,v_proj,TEXT_DECODER,17,2048,1024,False,2097152,True
thinker.model.layers.17.self_attn.o_proj,o_proj,TEXT_DECODER,17,2048,2048,False,4194304,True
thinker.model.layers.17.mlp.gate_proj,gate_proj,TEXT_DECODER,17,2048,6144,False,12582912,True
thinker.model.layers.17.mlp.up_proj,up_proj,TEXT_DECODER,17,2048,6144,False,12582912,True
thinker.model.layers.17.mlp.down_proj,down_proj,TEXT_DECODER,17,6144,2048,False,12582912,True
thinker.model.layers.18.self_attn.q_proj,q_proj,TEXT_DECODER,18,2048,2048,False,4194304,True
thinker.model.layers.18.self_attn.k_proj,k_proj,TEXT_DECODER,18,2048,1024,False,2097152,True
thinker.model.layers.18.self_attn.v_proj,v_proj,TEXT_DECODER,18,2048,1024,False,2097152,True
thinker.model.layers.18.self_attn.o_proj,o_proj,TEXT_DECODER,18,2048,2048,False,4194304,True
thinker.model.layers.18.mlp.gate_proj,gate_proj,TEXT_DECODER,18,2048,6144,False,12582912,True
thinker.model.layers.18.mlp.up_proj,up_proj,TEXT_DECODER,18,2048,6144,False,12582912,True
thinker.model.layers.18.mlp.down_proj,down_proj,TEXT_DECODER,18,6144,2048,False,12582912,True
thinker.model.layers.19.self_attn.q_proj,q_proj,TEXT_DECODER,19,2048,2048,False,4194304,True
thinker.model.layers.19.self_attn.k_proj,k_proj,TEXT_DECODER,19,2048,1024,False,2097152,True
thinker.model.layers.19.self_attn.v_proj,v_proj,TEXT_DECODER,19,2048,1024,False,2097152,True
thinker.model.layers.19.self_attn.o_proj,o_proj,TEXT_DECODER,19,2048,2048,False,4194304,True
thinker.model.layers.19.mlp.gate_proj,gate_proj,TEXT_DECODER,19,2048,6144,False,12582912,True
thinker.model.layers.19.mlp.up_proj,up_proj,TEXT_DECODER,19,2048,6144,False,12582912,True
thinker.model.layers.19.mlp.down_proj,down_proj,TEXT_DECODER,19,6144,2048,False,12582912,True
thinker.model.layers.20.self_attn.q_proj,q_proj,TEXT_DECODER,20,2048,2048,False,4194304,True
thinker.model.layers.20.self_attn.k_proj,k_proj,TEXT_DECODER,20,2048,1024,False,2097152,True
thinker.model.layers.20.self_attn.v_proj,v_proj,TEXT_DECODER,20,2048,1024,False,2097152,True
thinker.model.layers.20.self_attn.o_proj,o_proj,TEXT_DECODER,20,2048,2048,False,4194304,True
thinker.model.layers.20.mlp.gate_proj,gate_proj,TEXT_DECODER,20,2048,6144,False,12582912,True
thinker.model.layers.20.mlp.up_proj,up_proj,TEXT_DECODER,20,2048,6144,False,12582912,True
thinker.model.layers.20.mlp.down_proj,down_proj,TEXT_DECODER,20,6144,2048,False,12582912,True
thinker.model.layers.21.self_attn.q_proj,q_proj,TEXT_DECODER,21,2048,2048,False,4194304,True
thinker.model.layers.21.self_attn.k_proj,k_proj,TEXT_DECODER,21,2048,1024,False,2097152,True
thinker.model.layers.21.self_attn.v_proj,v_proj,TEXT_DECODER,21,2048,1024,False,2097152,True
thinker.model.layers.21.self_attn.o_proj,o_proj,TEXT_DECODER,21,2048,2048,False,4194304,True
thinker.model.layers.21.mlp.gate_proj,gate_proj,TEXT_DECODER,21,2048,6144,False,12582912,True
thinker.model.layers.21.mlp.up_proj,up_proj,TEXT_DECODER,21,2048,6144,False,12582912,True
thinker.model.layers.21.mlp.down_proj,down_proj,TEXT_DECODER,21,6144,2048,False,12582912,True
thinker.model.layers.22.self_attn.q_proj,q_proj,TEXT_DECODER,22,2048,2048,False,4194304,True
thinker.model.layers.22.self_attn.k_proj,k_proj,TEXT_DECODER,22,2048,1024,False,2097152,True
thinker.model.layers.22.self_attn.v_proj,v_proj,TEXT_DECODER,22,2048,1024,False,2097152,True
thinker.model.layers.22.self_attn.o_proj,o_proj,TEXT_DECODER,22,2048,2048,False,4194304,True
thinker.model.layers.22.mlp.gate_proj,gate_proj,TEXT_DECODER,22,2048,6144,False,12582912,True
thinker.model.layers.22.mlp.up_proj,up_proj,TEXT_DECODER,22,2048,6144,False,12582912,True
thinker.model.layers.22.mlp.down_proj,down_proj,TEXT_DECODER,22,6144,2048,False,12582912,True
thinker.model.layers.23.self_attn.q_proj,q_proj,TEXT_DECODER,23,2048,2048,False,4194304,True
thinker.model.layers.23.self_attn.k_proj,k_proj,TEXT_DECODER,23,2048,1024,False,2097152,True
thinker.model.layers.23.self_attn.v_proj,v_proj,TEXT_DECODER,23,2048,1024,False,2097152,True
thinker.model.layers.23.self_attn.o_proj,o_proj,TEXT_DECODER,23,2048,2048,False,4194304,True
thinker.model.layers.23.mlp.gate_proj,gate_proj,TEXT_DECODER,23,2048,6144,False,12582912,True
thinker.model.layers.23.mlp.up_proj,up_proj,TEXT_DECODER,23,2048,6144,False,12582912,True
thinker.model.layers.23.mlp.down_proj,down_proj,TEXT_DECODER,23,6144,2048,False,12582912,True
thinker.model.layers.24.self_attn.q_proj,q_proj,TEXT_DECODER,24,2048,2048,False,4194304,True
thinker.model.layers.24.self_attn.k_proj,k_proj,TEXT_DECODER,24,2048,1024,False,2097152,True
thinker.model.layers.24.self_attn.v_proj,v_proj,TEXT_DECODER,24,2048,1024,False,2097152,True
thinker.model.layers.24.self_attn.o_proj,o_proj,TEXT_DECODER,24,2048,2048,False,4194304,True
thinker.model.layers.24.mlp.gate_proj,gate_proj,TEXT_DECODER,24,2048,6144,False,12582912,True
thinker.model.layers.24.mlp.up_proj,up_proj,TEXT_DECODER,24,2048,6144,False,12582912,True
thinker.model.layers.24.mlp.down_proj,down_proj,TEXT_DECODER,24,6144,2048,False,12582912,True
thinker.model.layers.25.self_attn.q_proj,q_proj,TEXT_DECODER,25,2048,2048,False,4194304,True
thinker.model.layers.25.self_attn.k_proj,k_proj,TEXT_DECODER,25,2048,1024,False,2097152,True
thinker.model.layers.25.self_attn.v_proj,v_proj,TEXT_DECODER,25,2048,1024,False,2097152,True
thinker.model.layers.25.self_attn.o_proj,o_proj,TEXT_DECODER,25,2048,2048,False,4194304,True
thinker.model.layers.25.mlp.gate_proj,gate_proj,TEXT_DECODER,25,2048,6144,False,12582912,True
thinker.model.layers.25.mlp.up_proj,up_proj,TEXT_DECODER,25,2048,6144,False,12582912,True
thinker.model.layers.25.mlp.down_proj,down_proj,TEXT_DECODER,25,6144,2048,False,12582912,True
thinker.model.layers.26.self_attn.q_proj,q_proj,TEXT_DECODER,26,2048,2048,False,4194304,True
thinker.model.layers.26.self_attn.k_proj,k_proj,TEXT_DECODER,26,2048,1024,False,2097152,True
thinker.model.layers.26.self_attn.v_proj,v_proj,TEXT_DECODER,26,2048,1024,False,2097152,True
thinker.model.layers.26.self_attn.o_proj,o_proj,TEXT_DECODER,26,2048,2048,False,4194304,True
thinker.model.layers.26.mlp.gate_proj,gate_proj,TEXT_DECODER,26,2048,6144,False,12582912,True
thinker.model.layers.26.mlp.up_proj,up_proj,TEXT_DECODER,26,2048,6144,False,12582912,True
thinker.model.layers.26.mlp.down_proj,down_proj,TEXT_DECODER,26,6144,2048,False,12582912,True
thinker.model.layers.27.self_attn.q_proj,q_proj,TEXT_DECODER,27,2048,2048,False,4194304,True
thinker.model.layers.27.self_attn.k_proj,k_proj,TEXT_DECODER,27,2048,1024,False,2097152,True
thinker.model.layers.27.self_attn.v_proj,v_proj,TEXT_DECODER,27,2048,1024,False,2097152,True
thinker.model.layers.27.self_attn.o_proj,o_proj,TEXT_DECODER,27,2048,2048,False,4194304,True
thinker.model.layers.27.mlp.gate_proj,gate_proj,TEXT_DECODER,27,2048,6144,False,12582912,True
thinker.model.layers.27.mlp.up_proj,up_proj,TEXT_DECODER,27,2048,6144,False,12582912,True
thinker.model.layers.27.mlp.down_proj,down_proj,TEXT_DECODER,27,6144,2048,False,12582912,True
thinker.lm_head,lm_head,TEXT_DECODER,,2048,151936,False,311164928,True
